,ID,Sex,Age,ModesOfTravel,TravelMotives,Margins,Periods,StagesPerPersonPerDayAverage_1,DistanceTravelledPerStageAverage_2
54736,54736,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,1999,0.17,5.32
54737,54737,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2000,0.17,5.31
54738,54738,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2001,0.17,5.37
54739,54739,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2002,0.17,5.38
54740,54740,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2003,0.19,5.44
54741,54741,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2004,0.18,5.52
54742,54742,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2005,0.18,5.55
54743,54743,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2006,0.18,5.63
54744,54744,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2007,0.19,5.69
54745,54745,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2008,0.18,5.66
54746,54746,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2009,0.2,5.76
54747,54747,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2010,0.18,5.75
54748,54748,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2011,0.19,5.86
54749,54749,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2012,0.2,5.86
54750,54750,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2013,0.19,5.86
54751,54751,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2014,0.21,5.9
54752,54752,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2015,0.2,5.88
54753,54753,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2016,0.18,5.81
54754,54754,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2017,0.18,5.78
54755,54755,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2018,0.19,5.76
54756,54756,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2019,0.18,5.69
54757,54757,Male,50 to 59 years,Bike,Other,Lower bound 95% confidence interval,2020,0.15,6.38
54758,54758,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,1999,0.24,7.24
54759,54759,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2000,0.23,7.13
54760,54760,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2001,0.23,7.08
54761,54761,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2002,0.23,6.99
54762,54762,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2003,0.25,6.98
54763,54763,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2004,0.23,6.95
54764,54764,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2005,0.23,6.91
54765,54765,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2006,0.23,6.87
54766,54766,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2007,0.23,6.86
54767,54767,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2008,0.22,6.74
54768,54768,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2009,0.24,6.73
54769,54769,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2010,0.21,6.63
54770,54770,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2011,0.22,6.71
54771,54771,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2012,0.22,6.62
54772,54772,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2013,0.22,6.6
54773,54773,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2014,0.24,6.63
54774,54774,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2015,0.23,6.61
54775,54775,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2016,0.21,6.56
54776,54776,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2017,0.21,6.6
54777,54777,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2018,0.23,6.66
54778,54778,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2019,0.22,6.69
54779,54779,Male,50 to 59 years,Bike,Other,Upper bound 95% confidence interval,2020,0.19,7.75
54846,54846,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,1999,0.06,1.12
54847,54847,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2000,0.06,1.12
54848,54848,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2001,0.06,1.17
54849,54849,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2002,0.06,1.1
54850,54850,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2003,0.06,1.09
54851,54851,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2004,0.07,1.08
54852,54852,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2005,0.08,1.1
54853,54853,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2006,0.08,1.12
54854,54854,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2007,0.08,1.11
54855,54855,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2008,0.09,0.98
54856,54856,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2009,0.1,0.99
54857,54857,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2010,0.11,1.03
54858,54858,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2011,0.09,1.01
54859,54859,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2012,0.09,1.02
54860,54860,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2013,0.09,1.0
54861,54861,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2014,0.09,1.01
54862,54862,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2015,0.09,0.96
54863,54863,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2016,0.09,0.95
54864,54864,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2017,0.09,1.01
54865,54865,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2018,0.09,0.95
54866,54866,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2019,0.09,0.97
54867,54867,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Value,2020,0.05,0.91
54868,54868,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,1999,0.04,0.94
54869,54869,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2000,0.04,0.95
54870,54870,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2001,0.04,0.99
54871,54871,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2002,0.05,0.94
54872,54872,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2003,0.05,0.94
54873,54873,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2004,0.06,0.93
54874,54874,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2005,0.06,0.96
54875,54875,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2006,0.06,0.98
54876,54876,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2007,0.06,0.98
54877,54877,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2008,0.08,0.86
54878,54878,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2009,0.08,0.89
54879,54879,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2010,0.1,0.93
54880,54880,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2011,0.08,0.93
54881,54881,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2012,0.08,0.92
54882,54882,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2013,0.08,0.92
54883,54883,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2014,0.08,0.93
54884,54884,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2015,0.08,0.87
54885,54885,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2016,0.08,0.87
54886,54886,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2017,0.08,0.91
54887,54887,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2018,0.08,0.85
54888,54888,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2019,0.07,0.85
54889,54889,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Lower bound 95% confidence interval,2020,0.03,0.79
54890,54890,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,1999,0.08,1.31
54891,54891,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2000,0.08,1.31
54892,54892,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2001,0.08,1.36
54893,54893,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2002,0.08,1.27
54894,54894,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2003,0.08,1.25
54895,54895,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2004,0.09,1.23
54896,54896,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2005,0.1,1.24
54897,54897,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2006,0.1,1.26
54898,54898,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2007,0.1,1.24
54899,54899,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2008,0.11,1.1
54900,54900,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2009,0.11,1.1
54901,54901,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2010,0.12,1.12
54902,54902,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2011,0.1,1.11
54903,54903,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2012,0.09,1.11
54904,54904,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2013,0.1,1.1
54905,54905,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2014,0.1,1.11
54906,54906,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2015,0.1,1.05
54907,54907,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2016,0.1,1.04
54908,54908,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2017,0.1,1.11
54909,54909,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2018,0.11,1.05
54910,54910,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2019,0.1,1.08
54911,54911,Male,50 to 59 years,Walking,"Travel to/from work, (non)-daily commute",Upper bound 95% confidence interval,2020,0.06,1.04
54912,54912,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,1999,0.1,1.07
54913,54913,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2000,0.1,1.06
54914,54914,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2001,0.1,1.05
54915,54915,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2002,0.1,1.03
54916,54916,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2003,0.1,1.02
54917,54917,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2004,0.11,0.99
54918,54918,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2005,0.11,1.01
54919,54919,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2006,0.11,1.0
54920,54920,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2007,0.1,1.01
54921,54921,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2008,0.1,0.94
54922,54922,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2009,0.09,1.01
54923,54923,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2010,0.11,0.99
54924,54924,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2011,0.1,0.98
54925,54925,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2012,0.1,0.94
54926,54926,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2013,0.1,0.92
54927,54927,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2014,0.1,0.92
54928,54928,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2015,0.09,0.95
54929,54929,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2016,0.09,0.88
54930,54930,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2017,0.09,0.91
54931,54931,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2018,0.1,0.88
54932,54932,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2019,0.09,0.87
54933,54933,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Value,2020,0.12,0.85
54934,54934,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,1999,0.08,0.91
54935,54935,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2000,0.08,0.92
54936,54936,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2001,0.08,0.92
54937,54937,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2002,0.08,0.89
54938,54938,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2003,0.08,0.9
54939,54939,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2004,0.09,0.87
54940,54940,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2005,0.09,0.9
54941,54941,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2006,0.09,0.89
54942,54942,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2007,0.08,0.91
54943,54943,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2008,0.09,0.84
54944,54944,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2009,0.08,0.91
54945,54945,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2010,0.1,0.92
54946,54946,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2011,0.09,0.91
54947,54947,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2012,0.09,0.87
54948,54948,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2013,0.09,0.85
54949,54949,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2014,0.09,0.84
54950,54950,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2015,0.08,0.88
54951,54951,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2016,0.08,0.81
54952,54952,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2017,0.08,0.83
54953,54953,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2018,0.08,0.79
54954,54954,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2019,0.08,0.77
54955,54955,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Lower bound 95% confidence interval,2020,0.11,0.75
54956,54956,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,1999,0.13,1.23
54957,54957,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2000,0.12,1.22
54958,54958,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2001,0.12,1.2
54959,54959,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2002,0.12,1.16
54960,54960,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2003,0.12,1.16
54961,54961,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2004,0.13,1.11
54962,54962,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2005,0.12,1.14
54963,54963,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2006,0.12,1.11
54964,54964,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2007,0.11,1.12
54965,54965,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2008,0.12,1.04
54966,54966,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2009,0.11,1.11
54967,54967,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2010,0.12,1.08
54968,54968,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2011,0.11,1.06
54969,54969,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2012,0.11,1.01
54970,54970,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2013,0.11,0.99
54971,54971,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2014,0.11,0.99
54972,54972,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2015,0.1,1.03
54973,54973,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2016,0.1,0.96
54974,54974,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2017,0.1,0.99
54975,54975,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2018,0.11,0.97
54976,54976,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2019,0.11,0.97
54977,54977,Male,50 to 59 years,Walking,"Shopping, groceries, funshopping.",Upper bound 95% confidence interval,2020,0.14,0.95
55044,55044,Male,50 to 59 years,Walking,Other,Value,1999,0.25,1.9
55045,55045,Male,50 to 59 years,Walking,Other,Value,2000,0.25,1.93
55046,55046,Male,50 to 59 years,Walking,Other,Value,2001,0.26,1.96
55047,55047,Male,50 to 59 years,Walking,Other,Value,2002,0.26,1.92
55048,55048,Male,50 to 59 years,Walking,Other,Value,2003,0.26,1.92
55049,55049,Male,50 to 59 years,Walking,Other,Value,2004,0.26,1.91
55050,55050,Male,50 to 59 years,Walking,Other,Value,2005,0.27,1.97
55051,55051,Male,50 to 59 years,Walking,Other,Value,2006,0.3,2.04
55052,55052,Male,50 to 59 years,Walking,Other,Value,2007,0.29,2.07
55053,55053,Male,50 to 59 years,Walking,Other,Value,2008,0.29,1.96
55054,55054,Male,50 to 59 years,Walking,Other,Value,2009,0.3,2.02
55055,55055,Male,50 to 59 years,Walking,Other,Value,2010,0.31,1.97
55056,55056,Male,50 to 59 years,Walking,Other,Value,2011,0.28,2.07
55057,55057,Male,50 to 59 years,Walking,Other,Value,2012,0.29,2.06
55058,55058,Male,50 to 59 years,Walking,Other,Value,2013,0.29,2.01
55059,55059,Male,50 to 59 years,Walking,Other,Value,2014,0.3,2.12
55060,55060,Male,50 to 59 years,Walking,Other,Value,2015,0.28,2.15
55061,55061,Male,50 to 59 years,Walking,Other,Value,2016,0.27,2.11
55062,55062,Male,50 to 59 years,Walking,Other,Value,2017,0.26,2.16
55063,55063,Male,50 to 59 years,Walking,Other,Value,2018,0.27,2.2
55064,55064,Male,50 to 59 years,Walking,Other,Value,2019,0.27,2.19
55065,55065,Male,50 to 59 years,Walking,Other,Value,2020,0.37,2.49
55066,55066,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,1999,0.21,1.67
55067,55067,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2000,0.21,1.7
55068,55068,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2001,0.22,1.74
55069,55069,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2002,0.22,1.72
55070,55070,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2003,0.22,1.72
55071,55071,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2004,0.23,1.73
55072,55072,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2005,0.24,1.79
55073,55073,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2006,0.27,1.85
55074,55074,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2007,0.27,1.89
55075,55075,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2008,0.26,1.78
55076,55076,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2009,0.28,1.85
55077,55077,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2010,0.29,1.85
55078,55078,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2011,0.26,1.95
55079,55079,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2012,0.27,1.94
55080,55080,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2013,0.28,1.9
55081,55081,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2014,0.28,2.0
55082,55082,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2015,0.26,2.03
55083,55083,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2016,0.26,1.99
55084,55084,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2017,0.24,2.03
55085,55085,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2018,0.25,2.02
55086,55086,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2019,0.25,1.99
55087,55087,Male,50 to 59 years,Walking,Other,Lower bound 95% confidence interval,2020,0.33,2.24
55088,55088,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,1999,0.29,2.14
55089,55089,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2000,0.29,2.15
55090,55090,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2001,0.29,2.18
55091,55091,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2002,0.29,2.13
55092,55092,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2003,0.3,2.12
55093,55093,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2004,0.29,2.11
55094,55094,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2005,0.31,2.17
55095,55095,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2006,0.33,2.23
55096,55096,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2007,0.32,2.26
55097,55097,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2008,0.32,2.13
55098,55098,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2009,0.33,2.18
55099,55099,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2010,0.33,2.09
55100,55100,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2011,0.29,2.2
55101,55101,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2012,0.3,2.18
55102,55102,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2013,0.31,2.12
55103,55103,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2014,0.31,2.24
55104,55104,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2015,0.29,2.28
55105,55105,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2016,0.29,2.24
55106,55106,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2017,0.28,2.3
55107,55107,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2018,0.3,2.41
55108,55108,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2019,0.3,2.39
55109,55109,Male,50 to 59 years,Walking,Other,Upper bound 95% confidence interval,2020,0.4,2.74
55176,55176,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,1999,0.03,16.74
55177,55177,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2000,0.04,16.45
55178,55178,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2001,0.04,16.92
55179,55179,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2002,0.04,16.73
55180,55180,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2003,0.04,17.7
55181,55181,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2004,0.04,17.36
55182,55182,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2005,0.04,19.17
55183,55183,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2006,0.04,19.68
55184,55184,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2007,0.04,19.68
55185,55185,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2008,0.05,18.31
55186,55186,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2009,0.05,17.77
55187,55187,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2010,0.05,19.22
55188,55188,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2011,0.05,19.76
55189,55189,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2012,0.05,18.71
55190,55190,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2013,0.05,20.07
55191,55191,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2014,0.05,20.68
55192,55192,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2015,0.05,20.65
55193,55193,Male,50 to 59 years,Other,"Travel to/from work, (non)-daily commute",Value,2016,0.05,19.96
